event_id,event_framework,event_arch_key,event_paradigm,event_date,model_id,org,inferred_paradigm,arch_key,release_date,release_month_str,downloads,log10_downloads,adoption_residual,log10_params,param_b,recency_months,support_score,support_score_at_release,measured_tax,imbalance_weight,treated,post,treat_post,rel_months,event_time_bin,treated_pre_n,treated_post_n,control_pre_n,control_post_n,event_n,analysis_weight
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen3-14B,Qwen,transformer,qwen3,2025-04-27,2025-04,713686.0,5.853507786038581,1.149529796409218,10.16933071766594,14.7683072,7.9500657030223385,0.9,0.0,0.09999999999999998,0.399663630719621,0.0,1.0,0.0,15.604467805519054,lag_12_18,1,1,1,63,66.0,0.5979069980206475
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen3-235B-A22B,Qwen,transformer,qwen_moe,2025-04-27,2025-04,480486.0,5.681681641942878,0.6872290865355923,11.37124087024407,235.09363456,7.9500657030223385,0.625,0.78125,0.375,0.6922377143438292,0.0,1.0,0.0,15.604467805519054,lag_12_18,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen3-32B,Qwen,transformer,qwen3,2025-04-27,2025-04,1599995.0,6.204118896918363,1.4165105272452791,10.515372039973531,32.762123264,7.9500657030223385,0.9,0.0,0.09999999999999998,0.399663630719621,0.0,1.0,0.0,15.604467805519054,lag_12_18,1,1,1,63,66.0,0.5979069980206475
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Snowflake/snowflake-arctic-instruct,Snowflake,transformer,arctic,2024-04-21,2024-04,6147.0,3.7887338588277073,-0.7547529948026774,11.679958727635944,478.584608768,20.13797634691196,0.3,0.0,0.7,0.9789719640111957,0.0,1.0,0.0,3.416557161629435,lag_0_6,1,1,1,63,66.0,1.4645670587898583
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,ai21labs/AI21-Jamba-1.5-Large,ai21labs,transformer,jamba,2024-08-19,2024-08,2231.0,3.348694190265541,-1.3455841076662232,11.600488616673715,398.555325612,16.1957950065703,0.525,0.8750000000000001,0.475,0.5652097269509605,0.0,1.0,0.0,7.35873850197109,lag_6_12,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,allenai/OLMo-2-0325-32B-Instruct,allenai,transformer,olmo2,2025-03-12,2025-03,1533.0,3.185825359612962,-1.5349124633961386,10.5083179731879,32.234279936,9.461235216819974,0.8,1.0,0.19999999999999996,0.5652097269509605,0.0,1.0,0.0,14.09329829172142,lag_12_18,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,allenai/Olmo-3-1125-32B,allenai,transformer,olmo2,2025-11-04,2025-11,6884.0,3.8379039445929424,-1.2185766257439692,10.508307763719735,32.233522176,1.6754270696452036,0.8,1.0,0.19999999999999996,0.5652097269509605,0.0,1.0,0.0,21.879106438896187,lag_18_plus,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,baichuan-inc/Baichuan-M1-14B-Base,baichuan-inc,transformer,baichuan,2025-01-23,2025-01,178.0,2.2528530309798933,-2.31582394330757,10.160491470385935,14.47076432,11.038107752956636,0.9,1.0,0.09999999999999998,0.9789719640111957,0.0,1.0,0.0,12.516425755584756,lag_12_18,1,1,1,63,66.0,1.4645670587898583
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,deepseek-ai/DeepSeek-V2.5,deepseek-ai,transformer,deepseek_moe,2024-09-05,2024-09,74482.0,4.872057160685515,0.20881106338373723,11.3724359226101,235.74143488,15.637319316688567,0.675,0.7499999999999999,0.32499999999999996,0.5652097269509605,0.0,1.0,0.0,7.917214191852825,lag_6_12,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,deepseek-ai/DeepSeek-V3,deepseek-ai,transformer,deepseek_moe,2024-12-25,2024-12,1295783.0,6.112532613088386,1.1801523885279304,11.835393365478215,684.531386,11.990801576872535,0.675,0.7499999999999999,0.32499999999999996,0.5652097269509605,0.0,1.0,0.0,11.563731931668856,lag_6_12,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,google/gemma-2-27b-it,google,transformer,gemma2,2024-06-24,2024-06,391765.0,5.593026742396054,1.2597525051685476,10.43500183816167,27.22712832,18.035479632063073,1.0,0.0,0.0,0.5652097269509605,0.0,1.0,0.0,5.519053876478318,lag_0_6,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,google/gemma-2-9b-it,google,transformer,gemma2,2024-06-24,2024-06,144618.0,5.160225354183176,0.9403581796833604,9.965752147740625,9.241705984,18.035479632063073,1.0,0.0,0.0,0.5652097269509605,0.0,1.0,0.0,5.519053876478318,lag_0_6,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,google/gemma-3-12b-it,google,transformer,gemma3,2025-03-01,2025-03,1235297.0,6.091771738279015,1.4887038911592212,10.085908394063889,12.18732504,9.822601839684625,0.9,0.0,0.09999999999999998,0.48948598200559784,0.0,1.0,0.0,13.731931668856767,lag_12_18,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,google/gemma-3-27b-it,google,transformer,gemma3,2025-03-01,2025-03,1764084.0,6.246519507179927,1.5582952819163909,10.438263909851099,27.43240664,9.822601839684625,0.9,0.0,0.09999999999999998,0.48948598200559784,0.0,1.0,0.0,13.731931668856767,lag_12_18,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,meta-llama/Llama-3.3-70B-Instruct,meta-llama,transformer,llama,2024-11-26,2024-11,776659.0,5.890230938440727,1.2374384647394487,10.848520095325812,70.553748936,12.943495400788436,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,10.611038107752956,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,meta-llama/Llama-4-Maverick-17B-128E-Instruct,meta-llama,transformer,llama4_moe,2025-04-01,2025-04,17506.0,4.2432117317447595,-0.7706065677796765,11.603776240800418,401.58385166,8.804204993429698,0.675,0.0,0.32499999999999996,0.6922377143438292,0.0,1.0,0.0,14.750328515111695,lag_12_18,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,meta-llama/Llama-4-Scout-17B-16E-Instruct,meta-llama,transformer,llama4_moe,2025-04-02,2025-04,196630.0,5.293651987899034,0.4156364183563781,11.035997229743385,108.64186936,8.771353482260183,0.675,0.0,0.32499999999999996,0.6922377143438292,0.0,1.0,0.0,14.783180026281208,lag_12_18,1,1,1,63,66.0,1.0356052987727458
